0, 2, 2, 5, 0, 1, 3, 0, 2, no
0, 3, 2, 3, 0, 1, 2, 1, 5, no
0, 3, 2, 3, 0, 1, 2, 0, 2, no
0, 5, 0, 2, 0, 1, 2, 1, 3, no
0, 3, 2, 0, 0, 1, 2, 1, 4, no
0, 5, 0, 2, 0, 1, 2, 0, 2, no
0, 4, 2, 4, 0, 1, 2, 0, 2, no
0, 5, 0, 3, 0, 1, 1, 0, 2, no
0, 3, 2, 10, 0, 1, 2, 0, 2, no
0, 3, 2, 3, 0, 1, 2, 1, 3, no
0, 3, 2, 0, 0, 1, 3, 0, 1, no
0, 4, 0, 4, 0, 1, 2, 0, 2, no
0, 5, 1, 1, 0, 1, 1, 0, 5, no
0, 4, 0, 4, 0, 1, 3, 0, 5, no
0, 3, 2, 5, 0, 1, 3, 0, 3, no
0, 5, 1, 5, 0, 1, 1, 0, 2, no
0, 3, 2, 2, 0, 1, 2, 0, 2, no
0, 4, 2, 5, 0, 1, 3, 0, 2, no
0, 5, 0, 5, 0, 1, 3, 0, 2, no
0, 4, 0, 5, 0, 1, 1, 1, 5, no
0, 4, 0, 7, 0, 1, 2, 0, 2, no
0, 5, 0, 2, 0, 1, 2, 0, 2, no
0, 2, 2, 4, 0, 1, 2, 1, 2, no
0, 4, 2, 7, 0, 1, 2, 0, 3, no
0, 4, 2, 6, 0, 1, 2, 1, 3, no
0, 3, 2, 4, 0, 1, 2, 0, 3, no
0, 4, 2, 3, 0, 1, 1, 0, 2, no
0, 5, 0, 4, 0, 1, 3, 1, 3, no
0, 3, 2, 7, 0, 1, 2, 1, 2, no
0, 5, 0, 5, 0, 1, 2, 0, 2, no
0, 4, 0, 7, 0, 1, 3, 1, 3, no
0, 4, 2, 2, 0, 1, 2, 1, 2, no
0, 4, 2, 1, 0, 1, 3, 0, 2, no
0, 4, 0, 1, 0, 1, 1, 1, 3, no
0, 4, 0, 1, 0, 1, 1, 0, 3, no
0, 2, 2, 5, 0, 1, 2, 0, 3, no
0, 4, 0, 0, 0, 1, 2, 0, 1, no
0, 4, 0, 2, 0, 1, 1, 1, 1, no
0, 3, 2, 1, 0, 1, 2, 0, 2, no
0, 3, 2, 5, 0, 1, 1, 0, 2, no
0, 4, 0, 3, 0, 1, 1, 1, 2, no
